<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
BTC.V,D,20180203,000000,8799.94,9500.81,8197.71,9133.51,0,0
BTC.V,D,20180204,000000,9127.35,9398.27,7906.13,8433.93,0,0
BTC.V,D,20180205,000000,8438.75,8449.31,6630.24,6842.69,0,0
BTC.V,D,20180206,000000,6836.63,7926.24,5969.52,7644.83,0,0
BTC.V,D,20180207,000000,7646.42,8572.68,7209.41,7863.87,0,0
BTC.V,D,20180208,000000,7863.87,8642.25,7555.8,8253.94,0,0
BTC.V,D,20180209,000000,8255.79,8742.14,7781.02,8593.7,0,0
BTC.V,D,20180210,000000,8596.6,9075.66,8180.08,8580.38,0,0
BTC.V,D,20180211,000000,8575.8,8594.88,7862.79,8315.35,0,0
BTC.V,D,20180212,000000,8315.02,8924.21,8037.91,8900.54,0,0
BTC.V,D,20180213,000000,8905.16,8996.06,8386.92,8578.59,0,0
BTC.V,D,20180214,000000,8580.25,9455.85,8511.25,9455.85,0,0
BTC.V,D,20180215,000000,9456.51,10222.71,9364.81,10088.36,0,0
BTC.V,D,20180216,000000,10093.41,10302.44,9723.28,10221.44,0,0
BTC.V,D,20180217,000000,10218.45,10970.75,10075.81,10950.28,0,0
BTC.V,D,20180218,000000,10958.93,11287.9,10161.01,10603.75,0,0
BTC.V,D,20180219,000000,10601.84,11263.85,10338.26,11096.37,0,0
BTC.V,D,20180220,000000,11095.72,11801.98,11074.25,11443.76,0,0
BTC.V,D,20180221,000000,11410.89,11435.62,10267.1,10487.78,0,0
BTC.V,D,20180222,000000,10486.64,10941.17,9757.93,9971.59,0,0
BTC.V,D,20180223,000000,9972,10420.61,9606.13,10169.53,0,0
BTC.V,D,20180224,000000,10166.85,10525.61,9398.07,9631.16,0,0
BTC.V,D,20180225,000000,9631.58,9872.44,9330.08,9692.76,0,0
BTC.V,D,20180226,000000,9691.52,10456.85,9412.63,10370.51,0,0
BTC.V,D,20180227,000000,10371.54,10877.75,10154.85,10756.24,0,0
BTC.V,D,20180228,000000,10751.3,11067.76,10407.85,10435.13,0,0
BTC.V,D,20180301,000000,10436.93,11086.54,10248.52,10981.25,0,0
BTC.V,D,20180302,000000,10984.54,11190.93,10802.78,11127.48,0,0
BTC.V,D,20180303,000000,11128.97,11527.72,10978.47,11409.44,0,0
BTC.V,D,20180304,000000,11408.76,11522.75,11085.82,11419.18,0,0
BTC.V,D,20180305,000000,11417.81,11693.55,11417.81,11582.28,0,0
BTC.V,D,20180306,000000,11583.74,11615.75,10589.5,10783.31,0,0
BTC.V,D,20180307,000000,10784.12,10912.29,9481.15,9955.82,0,0
BTC.V,D,20180308,000000,9955.19,10117.42,9092.31,9295.35,0,0
BTC.V,D,20180309,000000,9290.2,9433.34,8397.35,9245.25,0,0
BTC.V,D,20180310,000000,9246.44,9518.02,8733.3,8857.16,0,0
BTC.V,D,20180311,000000,8856.31,9732.64,8485.37,9528.61,0,0
BTC.V,D,20180312,000000,9523.61,9904.88,8804.32,9069.6,0,0
BTC.V,D,20180313,000000,9069.07,9485.62,8856.65,9172.47,0,0
BTC.V,D,20180314,000000,9172.06,9358.58,7968.15,8195.38,0,0
BTC.V,D,20180315,000000,8196.88,8430.73,7699.24,8338.49,0,0
BTC.V,D,20180316,000000,8338.17,8612.73,7928.01,8503.46,0,0
BTC.V,D,20180317,000000,8503.87,8524.8,7766.11,8028.06,0,0
BTC.V,D,20180318,000000,8026.23,8293.12,7336.29,8165.37,0,0
BTC.V,D,20180319,000000,8167.32,8711.79,8133.46,8522.47,0,0
BTC.V,D,20180320,000000,8523.35,9053.34,8341.59,8965.18,0,0
BTC.V,D,20180321,000000,8965.51,9180.67,8781.89,8850.45,0,0
BTC.V,D,20180322,000000,8849.7,9104.17,8503.82,8707.28,0,0
BTC.V,D,20180323,000000,8709.07,8778.7,8310.63,8673,0,0
BTC.V,D,20180324,000000,8671.15,9022.01,8600.51,8652.18,0,0
BTC.V,D,20180325,000000,8649.89,8690.04,8397.47,8640.39,0,0
BTC.V,D,20180326,000000,8641.87,8669.04,7870.01,7895.7,0,0
BTC.V,D,20180327,000000,7894.7,8275.94,7753.34,8015.04,0,0
BTC.V,D,20180328,000000,8015.13,8115.93,7752.87,7896.79,0,0
BTC.V,D,20180329,000000,7896.6,8018.55,6933.91,7093.38,0,0
BTC.V,D,20180330,000000,7095.14,7340.44,6603.73,6929.03,0,0
BTC.V,D,20180331,000000,6927.48,7227.02,6763.05,6942.14,0,0
BTC.V,D,20180401,000000,6942.29,7056.17,6464.83,6845.22,0,0
BTC.V,D,20180402,000000,6845.83,7131,6781.94,7002.86,0,0
BTC.V,D,20180403,000000,7001.44,7528.7,6999.41,7455.61,0,0
BTC.V,D,20180404,000000,7452.16,7457.19,6758.28,6845.66,0,0
BTC.V,D,20180405,000000,6844.76,6933.66,6602.79,6744.7,0,0
BTC.V,D,20180406,000000,6742.99,6866.35,6526.97,6626.76,0,0
BTC.V,D,20180407,000000,6626.28,7082.35,6551,6994.11,0,0
BTC.V,D,20180408,000000,6994.45,7128.51,6883.26,7027.22,0,0
BTC.V,D,20180409,000000,7026.84,7202.88,6633.79,6734.99,0,0
BTC.V,D,20180410,000000,6733.79,6894.5,6676.82,6891.62,0,0
BTC.V,D,20180411,000000,6891.54,6986.7,6820.01,6938.74,0,0
BTC.V,D,20180412,000000,6938.74,8043.58,6796.35,7842.48,0,0
BTC.V,D,20180413,000000,7842.67,8231.09,7761.54,7889.47,0,0
BTC.V,D,20180414,000000,7894.58,8190.3,7825.46,8060.12,0,0
BTC.V,D,20180415,000000,8062.56,8425.7,7990.33,8326.13,0,0
BTC.V,D,20180416,000000,8327.2,8428.23,7929.79,8036.15,0,0
BTC.V,D,20180417,000000,8044.67,8185.27,7864.98,7943.6,0,0
BTC.V,D,20180418,000000,7942.82,8245.47,7896.39,8216.79,0,0
BTC.V,D,20180419,000000,8216.62,8320.98,8137.2,8299.41,0,0
BTC.V,D,20180420,000000,8299.4,8572.92,8244.21,8533.44,0,0
BTC.V,D,20180421,000000,8532.19,9039.46,8532.19,8803.79,0,0
BTC.V,D,20180422,000000,8802.41,9043.44,8800.7,8941.44,0,0
BTC.V,D,20180423,000000,8943.08,9023.65,8789.2,8963.12,0,0
BTC.V,D,20180424,000000,8963.14,9499.35,8942.39,9478.46,0,0
BTC.V,D,20180425,000000,9479.5,9764.72,8759,9171.17,0,0
BTC.V,D,20180426,000000,9171.41,9178.9,8670.43,9103.79,0,0
BTC.V,D,20180427,000000,9106.88,9385.58,8948.3,8997.18,0,0
BTC.V,D,20180428,000000,8995.69,9433.64,8895.54,9295.09,0,0
BTC.V,D,20180429,000000,9295.97,9551.64,9191.2,9330.88,0,0
BTC.V,D,20180430,000000,9331.93,9459.12,9134.33,9234.24,0,0
BTC.V,D,20180501,000000,9233.96,9288.69,8853.75,9085.66,0,0
BTC.V,D,20180502,000000,9086.88,9264.07,8994.31,9237.04,0,0
BTC.V,D,20180503,000000,9240.29,9749.4,9172.99,9666.23,0,0
BTC.V,D,20180504,000000,9665.86,9807.21,9554.1,9727.04,0,0
BTC.V,D,20180505,000000,9732.19,9967.97,9687.41,9789.07,0,0
BTC.V,D,20180506,000000,9788.91,9936.16,9443.65,9551.57,0,0
BTC.V,D,20180507,000000,9551.9,9661.82,9205.97,9404.64,0,0
BTC.V,D,20180508,000000,9404.66,9471.9,9067.33,9199.07,0,0
BTC.V,D,20180509,000000,9198.46,9373.46,8988.5,9259.53,0,0
BTC.V,D,20180510,000000,9259.81,9393.81,9071.49,9114.8,0,0
BTC.V,D,20180511,000000,9121.77,9121.77,8364.13,8402.96,0,0
BTC.V,D,20180512,000000,8403.52,8653.71,8226.93,8422.85,0,0
BTC.V,D,20180513,000000,8421.84,8773.92,8351.24,8672.16,0,0
BTC.V,D,20180514,000000,8673.12,8879.97,8314.93,8738.22,0,0
BTC.V,D,20180515,000000,8737.24,8840.6,8449.37,8500.8,0,0
BTC.V,D,20180516,000000,8498.43,8558.16,8119.47,8282.23,0,0
BTC.V,D,20180517,000000,8282.25,8466.28,8147.48,8164.51,0,0
BTC.V,D,20180518,000000,8164.44,8279.44,7940.81,8237.36,0,0
BTC.V,D,20180519,000000,8237.33,8397.23,8161.66,8216.41,0,0
BTC.V,D,20180520,000000,8216.32,8586.5,8182.38,8538.82,0,0
BTC.V,D,20180521,000000,8538.47,8580.34,8348.88,8406.91,0,0
BTC.V,D,20180522,000000,8407.08,8441.61,8059.96,8075.99,0,0
BTC.V,D,20180523,000000,8077.33,8107.7,7461.42,7639.62,0,0
BTC.V,D,20180524,000000,7641.25,7727.38,7284.28,7532.39,0,0
BTC.V,D,20180525,000000,7532.77,7652.16,7351.28,7451.87,0,0
BTC.V,D,20180526,000000,7452.34,7622.83,7374.77,7482.05,0,0
BTC.V,D,20180527,000000,7480.22,7482.1,7257.11,7344.5,0,0
BTC.V,D,20180528,000000,7343.25,7453.25,7157.53,7171.62,0,0
BTC.V,D,20180529,000000,7171.8,7531.2,7069.51,7505.89,0,0
BTC.V,D,20180530,000000,7506.07,7570.24,7298.72,7352.9,0,0
BTC.V,D,20180531,000000,7353.79,7606.05,7349.53,7558.86,0,0
BTC.V,D,20180601,000000,7558.12,7614.59,7375.25,7454.8,0,0
BTC.V,D,20180602,000000,7454.83,7694.88,7452.51,7638.56,0,0
BTC.V,D,20180603,000000,7638.58,7774.88,7607.73,7701.36,0,0
BTC.V,D,20180604,000000,7699.13,7758.87,7470.85,7547.51,0,0
BTC.V,D,20180605,000000,7547.43,7665.57,7395.37,7603.47,0,0
BTC.V,D,20180606,000000,7601.9,7700.78,7505.43,7672.19,0,0
BTC.V,D,20180607,000000,7670.89,7754.5,7648.34,7676.57,0,0
BTC.V,D,20180608,000000,7676.71,7709.47,7560.65,7665.59,0,0
BTC.V,D,20180609,000000,7665.75,7691.71,7592.9,7633.74,0,0
BTC.V,D,20180610,000000,7633.69,7636.56,6665.67,6749.77,0,0
BTC.V,D,20180611,000000,6750.76,6825.84,6654.69,6781.28,0,0
BTC.V,D,20180612,000000,6779.78,6912.44,6465.44,6548.4,0,0
BTC.V,D,20180613,000000,6548.44,6622.23,6148.43,6288.15,0,0
BTC.V,D,20180614,000000,6288.65,6713.8,6282.89,6657.68,0,0
BTC.V,D,20180615,000000,6657.65,6673.27,6463.21,6485.49,0,0
BTC.V,D,20180616,000000,6485.51,6566.53,6346.07,6538.22,0,0
BTC.V,D,20180617,000000,6538.42,6584.18,6465.44,6517.81,0,0
BTC.V,D,20180618,000000,6517.74,6801.37,6404.08,6723.77,0,0
BTC.V,D,20180619,000000,6724.34,6833.72,6673.94,6724.73,0,0
BTC.V,D,20180620,000000,6724.78,6812.54,6569.98,6721.29,0,0
BTC.V,D,20180621,000000,6720.51,6790.06,6688.24,6713.44,0,0
BTC.V,D,20180622,000000,6711.03,6748,5943.57,6023.75,0,0
BTC.V,D,20180623,000000,6025.91,6240.75,5967.57,6227.6,0,0
BTC.V,D,20180624,000000,6225.27,6254.08,5782.48,6166.82,0,0
BTC.V,D,20180625,000000,6167.37,6344.08,6101.17,6277.78,0,0
BTC.V,D,20180626,000000,6277.51,6286.11,6152.46,6238.15,0,0
BTC.V,D,20180627,000000,6238.02,6238.22,6022.34,6130.8,0,0
BTC.V,D,20180628,000000,6131.15,6191.36,5926.89,5937.94,0,0
BTC.V,D,20180629,000000,5937.97,5968.38,5816.11,5921.19,0,0
BTC.V,D,20180630,000000,5921.7,6500.59,5826.01,6333.53,0,0
BTC.V,D,20180701,000000,6336.48,6427.8,6264.09,6355.72,0,0
BTC.V,D,20180702,000000,6354.93,6671.89,6277.93,6649.21,0,0
BTC.V,D,20180703,000000,6647.76,6670.04,6539.94,6609.39,0,0
BTC.V,D,20180704,000000,6609.92,6775.17,6421.72,6694,0,0
BTC.V,D,20180705,000000,6694.09,6697.69,6457.07,6499.47,0,0
BTC.V,D,20180706,000000,6499.4,6631.36,6458.46,6588.47,0,0
BTC.V,D,20180707,000000,6589.55,6623.9,6518.23,6534.6,0,0
BTC.V,D,20180708,000000,6534.62,6808.33,6526.52,6755.49,0,0
BTC.V,D,20180709,000000,6755,6758.32,6671.72,6718.74,0,0
BTC.V,D,20180710,000000,6722.57,6802.03,6332.54,6376.55,0,0
BTC.V,D,20180711,000000,6376.72,6403.26,6280.2,6375.12,0,0
BTC.V,D,20180712,000000,6374.31,6396.41,6155.52,6175.94,0,0
BTC.V,D,20180713,000000,6175.11,6346.48,6086.88,6228.84,0,0
BTC.V,D,20180714,000000,6228.42,6330.32,6190.29,6274.93,0,0
BTC.V,D,20180715,000000,6274.44,6401.19,6245.76,6388.05,0,0
BTC.V,D,20180716,000000,6388.45,6718.51,6350.66,6679.49,0,0
BTC.V,D,20180717,000000,6678.61,7466.94,6675.39,7366.28,0,0
BTC.V,D,20180718,000000,7365.68,7589.99,7256.15,7339.2,0,0
BTC.V,D,20180719,000000,7339.26,7515.53,7290.44,7441.48,0,0
BTC.V,D,20180720,000000,7441.21,7675.06,7279.49,7300.46,0,0
BTC.V,D,20180721,000000,7300.66,7449.14,7221.15,7407.92,0,0
BTC.V,D,20180722,000000,7408.48,7565.74,7348.98,7373.14,0,0
BTC.V,D,20180723,000000,7374.54,7794.46,7346.54,7751.1,0,0
BTC.V,D,20180724,000000,7750.32,8345.44,7693.37,8251.04,0,0
BTC.V,D,20180725,000000,8249.16,8479.83,8063.18,8283.21,0,0
BTC.V,D,20180726,000000,8284.69,8311.38,7927.25,7969.73,0,0
BTC.V,D,20180727,000000,7971.87,8272.66,7806.26,8258.34,0,0
BTC.V,D,20180728,000000,8258.11,8262.72,8074.05,8172.06,0,0
BTC.V,D,20180729,000000,8171.94,8284.65,8124.28,8192.23,0,0
BTC.V,D,20180730,000000,8191.12,8269.9,7868.73,8132.75,0,0
BTC.V,D,20180731,000000,8133.18,8206.61,7676.07,7719.07,0,0
BTC.V,D,20180801,000000,7716.92,7779.94,7474.18,7484.43,0,0
BTC.V,D,20180802,000000,7484.32,7710.23,7450.5,7536.51,0,0
BTC.V,D,20180803,000000,7536.02,7575.83,7296.76,7416.71,0,0
BTC.V,D,20180804,000000,7416.95,7490.3,6940.6,6996.6,0,0
BTC.V,D,20180805,000000,6997.51,7091.93,6899.85,7061.19,0,0
BTC.V,D,20180806,000000,7060.41,7159.28,6870.69,6874.07,0,0
BTC.V,D,20180807,000000,6872.77,7149.4,6685.13,6751.77,0,0
BTC.V,D,20180808,000000,6755.6,6792.26,6134.29,6304.46,0,0
BTC.V,D,20180809,000000,6305.63,6630.43,6196.36,6593.6,0,0
BTC.V,D,20180810,000000,6593.59,6621.11,6030.47,6075.58,0,0
BTC.V,D,20180811,000000,6078.74,6482.77,6014.78,6394.49,0,0
BTC.V,D,20180812,000000,6394.68,6472.72,6180.48,6374.74,0,0
BTC.V,D,20180813,000000,6374.99,6540.68,6160.97,6251.52,0,0
BTC.V,D,20180814,000000,6251.58,6296.97,5900.11,6116.66,0,0
BTC.V,D,20180815,000000,6115.94,6609.08,6090.15,6413.64,0,0
BTC.V,D,20180816,000000,6413.63,6477.64,6223.04,6287.06,0,0
BTC.V,D,20180817,000000,6287.16,6559.66,6273.17,6524.58,0,0
BTC.V,D,20180818,000000,6524.45,6619.52,6323.41,6410.26,0,0
BTC.V,D,20180819,000000,6409.68,6559.85,6330.65,6514.69,0,0
BTC.V,D,20180820,000000,6514.23,6541.67,6404.35,6432.34,0,0
BTC.V,D,20180821,000000,6432.37,6505.77,6250.04,6469.49,0,0
BTC.V,D,20180822,000000,6469.12,6883.46,6316.57,6380.15,0,0
BTC.V,D,20180823,000000,6379.45,6493.77,6265.58,6486.26,0,0
BTC.V,D,20180824,000000,6485.91,6718.95,6485.69,6704.59,0,0
BTC.V,D,20180825,000000,6703.12,6807.12,6684.21,6717.96,0,0
BTC.V,D,20180826,000000,6717.49,6793.17,6592.58,6698.3,0,0
BTC.V,D,20180827,000000,6698.07,6779.35,6677.05,6745.97,0,0
BTC.V,D,20180828,000000,6746.62,7136.57,6738.63,7074.82,0,0
BTC.V,D,20180829,000000,7075.24,7135.91,6945.28,7071.78,0,0
BTC.V,D,20180830,000000,7071.07,7079.22,6820.57,6951.36,0,0
BTC.V,D,20180831,000000,6953.47,7094.97,6903.4,7039.96,0,0
BTC.V,D,20180901,000000,7040.46,7268.83,7015.32,7195.81,0,0
BTC.V,D,20180902,000000,7195.74,7376.88,7144.83,7285.9,0,0
BTC.V,D,20180903,000000,7286.55,7337.96,7205.04,7318.93,0,0
BTC.V,D,20180904,000000,7318.95,7417.19,7246.88,7368.93,0,0
BTC.V,D,20180905,000000,7368.98,7399.76,6886.75,6941.77,0,0
BTC.V,D,20180906,000000,6941.77,6941.77,6295.44,6447.34,0,0
BTC.V,D,20180907,000000,6447.32,6547.5,6347.15,6432.4,0,0
BTC.V,D,20180908,000000,6433.32,6480.57,6135.87,6197.73,0,0
BTC.V,D,20180909,000000,6197.63,6446.89,6161.83,6378.31,0,0
BTC.V,D,20180910,000000,6376.58,6378.11,6223.61,6309.54,0,0
BTC.V,D,20180911,000000,6309.34,6389.42,6199.58,6313.72,0,0
BTC.V,D,20180912,000000,6314.78,6357.57,6208.68,6311.54,0,0
BTC.V,D,20180913,000000,6311.54,6531.2,6311.54,6468.04,0,0
BTC.V,D,20180914,000000,6469.23,6588.84,6409.99,6516.89,0,0
BTC.V,D,20180915,000000,6516.33,6572.75,6473.72,6509.6,0,0
BTC.V,D,20180916,000000,6508.72,6533.73,6408.94,6502.68,0,0
BTC.V,D,20180917,000000,6502.08,6535.81,6218.12,6254.27,0,0
BTC.V,D,20180918,000000,6254.23,6393.24,6230.55,6334.9,0,0
BTC.V,D,20180919,000000,6335.14,6518.4,6131.69,6400.98,0,0
BTC.V,D,20180920,000000,6400.28,6524.53,6362.48,6524.53,0,0
BTC.V,D,20180921,000000,6521.42,6784.85,6483.82,6729.2,0,0
BTC.V,D,20180922,000000,6728.98,6833.21,6633.94,6695.81,0,0
BTC.V,D,20180923,000000,6695.76,6768.43,6664.55,6679.9,0,0
BTC.V,D,20180924,000000,6680.28,6717.38,6577.74,6621.2,0,0
BTC.V,D,20180925,000000,6620.78,6620.78,6335.21,6395.11,0,0
BTC.V,D,20180926,000000,6394.74,6543.77,6381.48,6476.34,0,0
BTC.V,D,20180927,000000,6476.27,6731.68,6434.94,6715.88,0,0
BTC.V,D,20180928,000000,6716.78,6803.95,6547.05,6648.31,0,0
BTC.V,D,20180929,000000,6648.74,6657.44,6474.64,6595.8,0,0
BTC.V,D,20180930,000000,6595.82,6741.89,6548.26,6582.18,0,0
BTC.V,D,20181001,000000,6581.9,6662.6,6515.27,6593.12,0,0
BTC.V,D,20181002,000000,6593.23,6618.78,6479.53,6551.55,0,0
BTC.V,D,20181003,000000,6551.54,6566.36,6429.75,6446.35,0,0
BTC.V,D,20181004,000000,6445.11,6620.79,6443.04,6580.36,0,0
BTC.V,D,20181005,000000,6578.77,6615.33,6548.24,6591.38,0,0
BTC.V,D,20181006,000000,6591.38,6668.39,6563.33,6593.99,0,0
BTC.V,D,20181007,000000,6593.99,6599.57,6535.26,6572.95,0,0
BTC.V,D,20181008,000000,6573.85,6697.92,6565.06,6660.6,0,0
BTC.V,D,20181009,000000,6660.55,6660.55,6589.53,6622.87,0,0
BTC.V,D,20181010,000000,6622.8,6640.03,6489.16,6567.21,0,0
BTC.V,D,20181011,000000,6566.91,6585.62,6173.1,6253.63,0,0
BTC.V,D,20181012,000000,6255.19,6296.39,6174.48,6265.96,0,0
BTC.V,D,20181013,000000,6265.47,6279.68,6234.62,6259.67,0,0
BTC.V,D,20181014,000000,6259.13,6340.05,6257.43,6295.93,0,0
BTC.V,D,20181015,000000,6295.93,7198.02,6245.02,6543.5,0,0
BTC.V,D,20181016,000000,6543.26,6722.6,6539.31,6576.06,0,0
BTC.V,D,20181017,000000,6576.38,6608.07,6511.64,6567.25,0,0
BTC.V,D,20181018,000000,6566.89,6615.95,6460.72,6462.77,0,0
BTC.V,D,20181019,000000,6462.45,6502.63,6445.06,6466,0,0
BTC.V,D,20181020,000000,6466.09,6514.55,6415.6,6434.05,0,0
BTC.V,D,20181021,000000,6433.44,6557.37,6412.02,6534.59,0,0
BTC.V,D,20181022,000000,6534.54,6534.54,6462.37,6483.39,0,0
BTC.V,D,20181023,000000,6483.27,6495.81,6439.33,6473.4,0,0
BTC.V,D,20181024,000000,6473.39,6535.28,6464.13,6491.72,0,0
BTC.V,D,20181025,000000,6491.56,6497.71,6442.15,6470.53,0,0
BTC.V,D,20181026,000000,6471.17,6512.59,6441.84,6457.67,0,0
BTC.V,D,20181027,000000,6457.75,6478.4,6446.69,6478.03,0,0
BTC.V,D,20181028,000000,6478.09,6483.21,6444.79,6460.29,0,0
BTC.V,D,20181029,000000,6460.29,6483.2,6283.45,6311.74,0,0
BTC.V,D,20181030,000000,6311.92,6340.66,6286.35,6309.74,0,0
BTC.V,D,20181031,000000,6307.46,6390.76,6241.91,6350.67,0,0
BTC.V,D,20181101,000000,6350.64,6401.52,6322.6,6379.51,0,0
BTC.V,D,20181102,000000,6379.51,6420.93,6371.65,6392.82,0,0
BTC.V,D,20181103,000000,6392.76,6398.09,6337.37,6374.94,0,0
BTC.V,D,20181104,000000,6375.18,6497.44,6351.92,6447.79,0,0
BTC.V,D,20181105,000000,6447.79,6475.7,6406.9,6432.91,0,0
BTC.V,D,20181106,000000,6432.78,6473.27,6412.63,6468.23,0,0
BTC.V,D,20181107,000000,6468.24,6562.71,6464.84,6529,0,0
BTC.V,D,20181108,000000,6529.03,6542.42,6439.67,6447.98,0,0
BTC.V,D,20181109,000000,6447.83,6457.97,6352.55,6377.54,0,0
BTC.V,D,20181110,000000,6377.55,6419.92,6375.62,6410.99,0,0
BTC.V,D,20181111,000000,6410.99,6413.48,6328.51,6366.41,0,0
BTC.V,D,20181112,000000,6366.41,6435.03,6351.02,6373.48,0,0
BTC.V,D,20181113,000000,6372.97,6388.95,6321.04,6356.86,0,0
BTC.V,D,20181114,000000,6356.67,6375.63,5473.44,5643.1,0,0
BTC.V,D,20181115,000000,5640.07,5766.94,5300.75,5561.46,0,0
BTC.V,D,20181116,000000,5561.46,5676.32,5488.18,5510.9,0,0
BTC.V,D,20181117,000000,5512.76,5601.87,5496.46,5562.52,0,0
BTC.V,D,20181118,000000,5562.43,5695.92,5558.29,5606.2,0,0
BTC.V,D,20181119,000000,5605.98,5615.83,4760.94,4868.9,0,0
BTC.V,D,20181120,000000,4865.75,4952.77,4172.85,4329.8,0,0
BTC.V,D,20181121,000000,4329.66,4687.82,4275.65,4525.68,0,0
BTC.V,D,20181122,000000,4526.18,4640.34,4412.12,4469.33,0,0
BTC.V,D,20181123,000000,4468.88,4468.88,4158.05,4380.58,0,0
BTC.V,D,20181124,000000,4378.95,4431.79,3741.95,3798.41,0,0
BTC.V,D,20181125,000000,3794.16,4164.78,3550.46,4001.87,0,0
BTC.V,D,20181126,000000,4002.03,4124.07,3599.09,3703.05,0,0
BTC.V,D,20181127,000000,3702.42,3877.61,3616.09,3847.37,0,0
BTC.V,D,20181128,000000,3847.95,4393.29,3808.82,4231.59,0,0
BTC.V,D,20181129,000000,4231.58,4436.14,4130.72,4262.34,0,0
BTC.V,D,20181130,000000,4261.54,4330.86,3918.77,3984.71,0,0
BTC.V,D,20181201,000000,3986.73,4305.35,3942.62,4232.94,0,0
BTC.V,D,20181202,000000,4232.76,4318.27,4077.82,4165.14,0,0
BTC.V,D,20181203,000000,4165.99,4186.72,3797.45,3881.88,0,0
BTC.V,D,20181204,000000,3882.47,4081.53,3775.06,3942.46,0,0
BTC.V,D,20181205,000000,3942.01,3961.16,3720.7,3752.88,0,0
BTC.V,D,20181206,000000,3750.65,3882.31,3603.2,3628.66,0,0
BTC.V,D,20181207,000000,3628.67,3669.92,3248.78,3426.29,0,0
BTC.V,D,20181208,000000,3429.3,3581.11,3297.66,3546.29,0,0
BTC.V,D,20181209,000000,3558.46,3708.99,3437.26,3589.11,0,0
BTC.V,D,20181210,000000,3585.13,3645.11,3417.95,3478.85,0,0
BTC.V,D,20181211,000000,3478.85,3483.58,3349.73,3414.69,0,0
BTC.V,D,20181212,000000,3414.71,3543.76,3380.55,3465.88,0,0
BTC.V,D,20181213,000000,3465.78,3493.44,3273.44,3307.65,0,0
BTC.V,D,20181214,000000,3308.11,3330.07,3181.64,3258.08,0,0
BTC.V,D,20181215,000000,3257.54,3271.73,3169.82,3244.81,0,0
BTC.V,D,20181216,000000,3244.81,3318.5,3224.56,3257.64,0,0
BTC.V,D,20181217,000000,3257.64,3637.56,3240.9,3526.68,0,0
BTC.V,D,20181218,000000,3526.54,3620.4,3481.64,3607.14,0,0
BTC.V,D,20181219,000000,3606.84,3968.75,3604.99,3769.17,0,0
BTC.V,D,20181220,000000,3768.76,4224.4,3713.68,4125.31,0,0
BTC.V,D,20181221,000000,4127.96,4247.01,3831.94,3883.73,0,0
BTC.V,D,20181222,000000,3883.75,3994.84,3849.55,3924.96,0,0
BTC.V,D,20181223,000000,3924.87,4115.73,3924.87,4013.32,0,0
BTC.V,D,20181224,000000,4013.32,4303.37,3993.51,4107.12,0,0
BTC.V,D,20181225,000000,4107.12,4114.91,3735.72,3820.89,0,0
BTC.V,D,20181226,000000,3820.89,3923.92,3747.01,3850.77,0,0
BTC.V,D,20181227,000000,3851.61,3888.82,3628.39,3647.5,0,0
BTC.V,D,20181228,000000,3646.39,4007.14,3623.27,3929.69,0,0
BTC.V,D,20181229,000000,3929.05,3990.28,3870.95,3958.46,0,0
BTC.V,D,20181230,000000,3957.68,4000.53,3761.56,3885.54,0,0
BTC.V,D,20181231,000000,3885.54,3904.22,3702.95,3743.77,0,0
BTC.V,D,20190101,000000,3743.61,3798.53,3697.27,3781.26,0,0
BTC.V,D,20190102,000000,3781.26,3972.17,3779.92,3960.95,0,0
BTC.V,D,20190103,000000,3960.85,3989.56,3778.85,3844.51,0,0
BTC.V,D,20190104,000000,3844.56,3901.15,3784.59,3870.7,0,0
BTC.V,D,20190105,000000,3870.72,3926.92,3841.13,3867.56,0,0
BTC.V,D,20190106,000000,3867.57,4143.19,3831.12,4089.15,0,0
BTC.V,D,20190107,000000,4089.24,4131.52,4002.17,4041.56,0,0
BTC.V,D,20190108,000000,4041.56,4155.22,3992.95,4049.27,0,0
BTC.V,D,20190109,000000,4049.09,4092.23,4013,4049.55,0,0
BTC.V,D,20190110,000000,4049.6,4084.92,3631.49,3666.46,0,0
BTC.V,D,20190111,000000,3666.75,3727.73,3635.52,3652.69,0,0
BTC.V,D,20190112,000000,3654.31,3692.05,3617.94,3667.87,0,0
BTC.V,D,20190113,000000,3667.66,3674.59,3528.26,3540.66,0,0
BTC.V,D,20190114,000000,3540.78,3747.18,3534.67,3700.97,0,0
BTC.V,D,20190115,000000,3700.97,3724.27,3596.53,3613.31,0,0
BTC.V,D,20190116,000000,3612.93,3701.07,3611.48,3618.01,0,0
BTC.V,D,20190117,000000,3618.33,3694.74,3587.34,3672.57,0,0
BTC.V,D,20190118,000000,3672.51,3690.23,3620.96,3648.2,0,0
BTC.V,D,20190119,000000,3648.61,3783.82,3643.02,3735.88,0,0
BTC.V,D,20190120,000000,3735.89,3752.61,3530.13,3578.57,0,0
BTC.V,D,20190121,000000,3578.17,3597.64,3536.34,3568.87,0,0
BTC.V,D,20190122,000000,3568.92,3635.42,3477.55,3605.45,0,0
BTC.V,D,20190123,000000,3605.23,3628.66,3544.6,3571.16,0,0
BTC.V,D,20190124,000000,3570.72,3616.05,3546.33,3591.9,0,0
BTC.V,D,20190125,000000,3591.78,3607.64,3541.34,3585.46,0,0
